标签类型,一级标签
母婴行业-奶粉年消费频次,2次
母婴行业-奶粉年消费频次,3次
母婴行业-奶粉年消费频次,4-5次
母婴行业-奶粉年消费频次,6-8次
母婴行业-奶粉年消费频次,9-10次
母婴行业-奶粉年消费频次,11-12次
母婴行业-奶粉年消费频次,13次及以上
母婴行业-奶粉年消费金额,1-199元
母婴行业-奶粉年消费金额,200-499元
母婴行业-奶粉年消费金额,500-999元
母婴行业-奶粉年消费金额,1000-1999元
母婴行业-奶粉年消费金额,2000-2999元
母婴行业-奶粉年消费金额,3000-4999元
母婴行业-奶粉年消费金额,5000-9999元
母婴行业-奶粉年消费金额,10000-14999元
母婴行业-奶粉年消费金额,15000元及以上
母婴行业-母婴惊喜券领券未购人群,母婴惊喜券领券未购人群
母婴行业-母婴童装童鞋先锋度人群,早期引领者
母婴行业-母婴童装童鞋先锋度人群,早期采用者
母婴行业-母婴童装童鞋先锋度人群,大众采用者
母婴行业-母婴童装童鞋先锋度人群,先锋者
母婴行业-母婴奶粉尿裤先锋度人群,早期引领者
母婴行业-母婴奶粉尿裤先锋度人群,早期采用者
母婴行业-母婴奶粉尿裤先锋度人群,大众采用者
母婴行业-母婴奶粉尿裤先锋度人群,先锋者
母婴行业-母婴用品文具玩具先锋度人群,早期采用者
母婴行业-母婴用品文具玩具先锋度人群,早期引领者
母婴行业-母婴用品文具玩具先锋度人群,大众采用者
母婴行业-母婴用品文具玩具先锋度人群,先锋者
母婴行业-童装/婴儿装/亲子装价格段偏好,0~50
母婴行业-童装/婴儿装/亲子装价格段偏好,50~100
母婴行业-童装/婴儿装/亲子装价格段偏好,100~150
母婴行业-童装/婴儿装/亲子装价格段偏好,150~200
母婴行业-童装/婴儿装/亲子装价格段偏好,200以上
母婴行业-玩具/童车/益智/积木/模型价格段偏好,0~50
母婴行业-玩具/童车/益智/积木/模型价格段偏好,50~100
母婴行业-玩具/童车/益智/积木/模型价格段偏好,100~150
母婴行业-玩具/童车/益智/积木/模型价格段偏好,150~200
母婴行业-玩具/童车/益智/积木/模型价格段偏好,200以上
母婴行业-婴童用品价格段偏好,0~50
母婴行业-婴童用品价格段偏好,50~100
母婴行业-婴童用品价格段偏好,100~150
母婴行业-婴童用品价格段偏好,150~200
母婴行业-婴童用品价格段偏好,200以上
母婴行业-童鞋/婴儿鞋/亲子鞋价格段偏好,0~50
母婴行业-童鞋/婴儿鞋/亲子鞋价格段偏好,50~100
母婴行业-童鞋/婴儿鞋/亲子鞋价格段偏好,100~150
母婴行业-童鞋/婴儿鞋/亲子鞋价格段偏好,150~200
母婴行业-童鞋/婴儿鞋/亲子鞋价格段偏好,200以上
母婴行业-孕妇装/孕产妇用品/营养价格段偏好,0~50
母婴行业-孕妇装/孕产妇用品/营养价格段偏好,50~100
母婴行业-孕妇装/孕产妇用品/营养价格段偏好,100~150
母婴行业-孕妇装/孕产妇用品/营养价格段偏好,150~200
母婴行业-孕妇装/孕产妇用品/营养价格段偏好,200以上
母婴行业-母婴策略人群,宠娃精致妈妈
母婴行业-母婴策略人群,小镇品质妈妈
母婴行业-母婴策略人群,顾家奶爸
母婴行业-母婴策略人群,传统乐观妈妈
母婴行业-母婴策略人群,年轻潮妈
母婴行业-母婴策略人群,都市蓝领妈妈
母婴行业-童装婴儿装亲子装二级类目偏好,T恤
母婴行业-童装婴儿装亲子装二级类目偏好,套装
母婴行业-童装婴儿装亲子装二级类目偏好,裙子
母婴行业-童装婴儿装亲子装二级类目偏好,背心吊带
母婴行业-童装婴儿装亲子装二级类目偏好,衬衫
母婴行业-童装婴儿装亲子装二级类目偏好,裤子
母婴行业-童装婴儿装亲子装二级类目偏好,儿童礼服
母婴行业-童装婴儿装亲子装二级类目偏好,儿童演出服
母婴行业-童装婴儿装亲子装二级类目偏好,儿童家居服
母婴行业-童装婴儿装亲子装二级类目偏好,儿童户外服
母婴行业-童装婴儿装亲子装二级类目偏好,其它
母婴行业-童装婴儿装亲子装二级类目偏好,儿童袜子
母婴行业-童装婴儿装亲子装二级类目偏好,儿童内衣裤
母婴行业-童装婴儿装亲子装二级类目偏好,马甲
母婴行业-童装婴儿装亲子装二级类目偏好,儿童POLO衫
母婴行业-童装婴儿装亲子装二级类目偏好,儿童牛仔
母婴行业-婴童用品二级类目偏好,湿巾
母婴行业-婴童用品二级类目偏好,睡袋/凉席/枕头/床品
母婴行业-婴童用品二级类目偏好,牙胶/牙刷/牙膏
母婴行业-婴童用品二级类目偏好,宝宝洗浴
母婴行业-婴童用品二级类目偏好,驱蚊用品
母婴行业-婴童用品二级类目偏好,其它
母婴行业-婴童用品二级类目偏好,宝宝护肤
母婴行业-婴童用品二级类目偏好,奶瓶/奶瓶相关
母婴行业-婴童用品二级类目偏好,水杯/餐具/研磨/辅食用具
母婴行业-婴童用品二级类目偏好,奶嘴/奶嘴相关
母婴行业-婴童用品二级类目偏好,婴儿手推车/学步车
母婴行业-婴童用品二级类目偏好,清洁液/洗衣液/柔顺剂
母婴行业-婴童用品二级类目偏好,摇篮/摇椅/床护栏
母婴行业-婴童用品二级类目偏好,背带/学步带/出行用品
母婴行业-婴童用品二级类目偏好,理发/指甲钳等护理小用品
母婴行业-玩具童车益智积木模型二级类目偏好,毛绒布艺类玩具
母婴行业-玩具童车益智积木模型二级类目偏好,儿童智能玩具
母婴行业-玩具童车益智积木模型二级类目偏好,积木
母婴行业-玩具童车益智积木模型二级类目偏好,儿童玩具枪
母婴行业-玩具童车益智积木模型二级类目偏好,绘画类用品
母婴行业-玩具童车益智积木模型二级类目偏好,静态模型
母婴行业-玩具童车益智积木模型二级类目偏好,油动电动模型
母婴行业-玩具童车益智积木模型二级类目偏好,悠悠溜溜球
母婴行业-玩具童车益智积木模型二级类目偏好,育儿书籍
母婴行业-奶粉包装偏好,罐装
母婴行业-奶粉包装偏好,盒装
母婴行业-奶粉包装偏好,其他
母婴行业-奶粉包装偏好,箱装
母婴行业-奶粉包装偏好,试用装
母婴行业-奶粉包装偏好,袋装
母婴行业-纸尿裤适用性别偏好,男女通用
母婴行业-纸尿裤适用性别偏好,女
母婴行业-纸尿裤适用性别偏好,男
母婴行业-童装最近6个月消费频次偏好,1
母婴行业-童装最近6个月消费频次偏好,[2-5)
母婴行业-童装最近6个月消费频次偏好,[5-10)
母婴行业-童装最近6个月消费频次偏好,[10-15)
母婴行业-童装最近6个月消费频次偏好,[15-20)
母婴行业-童装最近6个月消费频次偏好,20以上
母婴行业-童装最近6个月购买价格段偏好,小于100
母婴行业-童装最近6个月购买价格段偏好,100-200
母婴行业-童装最近6个月购买价格段偏好,200-400
母婴行业-童装最近6个月购买价格段偏好,400-600
母婴行业-童装最近6个月购买价格段偏好,600-800
母婴行业-童装最近6个月购买价格段偏好,800-1000
母婴行业-童装最近6个月购买价格段偏好,1000-1500
母婴行业-童装最近6个月购买价格段偏好,1500以上
母婴行业-童鞋最近6个月购买价格段偏好,小于100
母婴行业-童鞋最近6个月购买价格段偏好,100-200
母婴行业-童鞋最近6个月购买价格段偏好,200-400
母婴行业-童鞋最近6个月购买价格段偏好,400-600
母婴行业-童鞋最近6个月购买价格段偏好,600-800
母婴行业-童鞋最近6个月购买价格段偏好,800-1000
母婴行业-童鞋最近6个月购买价格段偏好,1000-1500
母婴行业-童鞋最近6个月购买价格段偏好,1500以上
母婴行业-辅食年消费频次,1-2次
母婴行业-辅食年消费频次,3-4次
母婴行业-辅食年消费频次,5-9次
母婴行业-辅食年消费频次,10次及以上
美妆行业-彩妆策略人群,彩妆中阶人群
美妆行业-彩妆策略人群,彩妆初阶人群
美妆行业-彩妆策略人群,彩妆高阶人群
美妆行业-彩妆策略人群,彩妆跨品类潜客
美妆行业-彩妆策略人群,彩妆品类互动潜客
美妆行业-医美偏好人群(新),医美偏好人群
美妆行业-美容护肤/美体/精油类型偏好,乳液/面霜
美妆行业-美容护肤/美体/精油类型偏好,面部精华（新）
美妆行业-美容护肤/美体/精油类型偏好,面部护理套装
美妆行业-美容护肤/美体/精油类型偏好,面膜（新）
美妆行业-美容护肤/美体/精油类型偏好,防晒（新）
美妆行业-美容护肤/美体/精油类型偏好,洁面
美妆行业-美容护肤/美体/精油类型偏好,化妆水/爽肤水
美妆行业-美容护肤/美体/精油类型偏好,身体护理（新）
美妆行业-美容护肤/美体/精油类型偏好,眼部护理（新）
美妆行业-美容护肤/美体/精油类型偏好,卸妆
美妆行业-美容护肤/美体/精油类型偏好,手部保养（新）
美妆行业-美容护肤/美体/精油类型偏好,唇部护理（新）
美妆行业-美容护肤/美体/精油类型偏好,精油芳疗
美妆行业-美容护肤/美体/精油类型偏好,旅行装/体验装
美妆行业-美容护肤/美体/精油类型偏好,足部护理
美妆行业-美容护肤/美体/精油类型偏好,T区护理（新）
美妆行业-美容护肤/美体/精油类型偏好,其他保养
美妆行业-美容护肤/美体/精油类型偏好,面部磨砂/去角质
美妆行业-美容护肤/美体/精油类型偏好,面部按摩霜
美妆行业-美容护肤/美体/精油类型偏好,胸部护理（新）
美妆行业-美容护肤/美体/精油类型偏好,美容服务
美妆行业-彩妆/香水/美妆工具类型偏好,美容工具
美妆行业-彩妆/香水/美妆工具类型偏好,面部彩妆
美妆行业-彩妆/香水/美妆工具类型偏好,唇部彩妆
美妆行业-彩妆/香水/美妆工具类型偏好,眼部彩妆
美妆行业-彩妆/香水/美妆工具类型偏好,指甲油/美甲产品（新）
美妆行业-彩妆/香水/美妆工具类型偏好,美甲工具
美妆行业-彩妆/香水/美妆工具类型偏好,彩妆套装（新）
美妆行业-彩妆/香水/美妆工具类型偏好,旅行装/体验装
美妆行业-彩妆/香水/美妆工具类型偏好,身体彩妆
美妆行业-彩妆/香水/美妆工具类型偏好,其它彩妆
美妆行业-彩妆/香水/美妆工具类型偏好,男士彩妆（新）
美妆行业-彩妆/香水/美妆工具类型偏好,CC霜
美妆行业-彩妆功效需求,定妆持久
美妆行业-彩妆功效需求,提亮肤色
美妆行业-彩妆功效需求,修颜
美妆行业-彩妆功效需求,保湿滋润
美妆行业-彩妆功效需求,易上色
美妆行业-彩妆功效需求,自然贴服
美妆行业-彩妆功效需求,美白遮瑕
美妆行业-彩妆功效需求,防水
美妆行业-彩妆功效需求,收缩毛孔
美妆行业-彩妆功效需求,控油
美妆行业-彩妆功效需求,隔离
美妆行业-彩妆功效需求,防晒
美妆行业-彩妆功效需求,去黑眼圈
美妆行业-彩妆功效需求,提拉紧致
美妆行业-彩妆功效需求,变色
美妆行业-彩妆功效需求,舒缓肌肤
美妆行业-彩妆功效需求,去皱
美妆行业-彩妆功效需求,祛痘
美妆行业-彩妆功效需求,祛斑
美妆行业-彩妆价格段偏好,0-29元
美妆行业-彩妆价格段偏好,30-49元
美妆行业-彩妆价格段偏好,50-79元
美妆行业-彩妆价格段偏好,80-99元
美妆行业-彩妆价格段偏好,100-149元
美妆行业-彩妆价格段偏好,150-199元
美妆行业-彩妆价格段偏好,200-299元
美妆行业-彩妆价格段偏好,300-499元
美妆行业-彩妆价格段偏好,500-799元
美妆行业-彩妆价格段偏好,800-999元
美妆行业-彩妆价格段偏好,1000元及以上
美妆行业-彩妆年消费频次,1次
美妆行业-彩妆年消费频次,2次
美妆行业-彩妆年消费频次,3次
美妆行业-彩妆年消费频次,4-5次
美妆行业-彩妆年消费频次,6-8次
美妆行业-彩妆年消费频次,9-10次
美妆行业-彩妆年消费频次,11-12次
美妆行业-彩妆年消费频次,13次及以上
美妆行业-彩妆年消费金额,1-99元
美妆行业-彩妆年消费金额,100-199元
美妆行业-彩妆年消费金额,200-299元
美妆行业-彩妆年消费金额,300-499元
美妆行业-彩妆年消费金额,500-799元
美妆行业-彩妆年消费金额,800-999元
美妆行业-彩妆年消费金额,1000-1499元
美妆行业-彩妆年消费金额,1500-1999元
美妆行业-彩妆年消费金额,2000-4999元
美妆行业-彩妆年消费金额,5000元及以上
美妆行业-护肤品功效需求,保湿补水
美妆行业-护肤品功效需求,修护
美妆行业-护肤品功效需求,净化肌肤
美妆行业-护肤品功效需求,提亮肤色
美妆行业-护肤品功效需求,提拉紧致
美妆行业-护肤品功效需求,控油
美妆行业-护肤品功效需求,祛皱
美妆行业-护肤品功效需求,去黑头/收缩毛孔
美妆行业-护肤品功效需求,美白
美妆行业-护肤品功效需求,抗衰老
美妆行业-护肤品功效需求,防晒
美妆行业-护肤品功效需求,祛疤/祛痘
美妆行业-护肤品功效需求,去角质
美妆行业-护肤品功效需求,淡斑
美妆行业-护肤品功效需求,抗过敏
美妆行业-护肤品功效需求,去黑眼圈/去眼袋
美妆行业-护肤品功效需求,调节肤色
美妆行业-护肤品功效需求,增加皮肤活力
美妆行业-护肤品价格段偏好,0-29元
美妆行业-护肤品价格段偏好,30-49元
美妆行业-护肤品价格段偏好,50-79元
美妆行业-护肤品价格段偏好,80-99元
美妆行业-护肤品价格段偏好,100-149元
美妆行业-护肤品价格段偏好,150-199元
美妆行业-护肤品价格段偏好,200-299元
美妆行业-护肤品价格段偏好,300-499元
美妆行业-护肤品价格段偏好,500-799元
美妆行业-护肤品价格段偏好,800-999元
美妆行业-护肤品价格段偏好,1000元及以上
美妆行业-护肤品年消费频次,1次
美妆行业-护肤品年消费频次,2次
美妆行业-护肤品年消费频次,3次
美妆行业-护肤品年消费频次,4-5次
美妆行业-护肤品年消费频次,6-8次
美妆行业-护肤品年消费频次,9-10次
美妆行业-护肤品年消费频次,11-12次
美妆行业-护肤品年消费频次,13次及以上
美妆行业-护肤品年消费金额,1-99元
美妆行业-护肤品年消费金额,100-199元
美妆行业-护肤品年消费金额,200-299元
美妆行业-护肤品年消费金额,300-499元
美妆行业-护肤品年消费金额,500-799元
美妆行业-护肤品年消费金额,800-999元
美妆行业-护肤品年消费金额,1000-1499元
美妆行业-护肤品年消费金额,1500-1999元
美妆行业-护肤品年消费金额,2000-4999元
美妆行业-护肤品年消费金额,5000元及以上
美妆行业-肤质,干性
美妆行业-肤质,油性
美妆行业-肤质,中性
美妆行业-肤质,混合性
美妆行业-肤质,敏感性
美妆行业-美妆肤质人群,混油
美妆行业-美妆肤质人群,中性
美妆行业-美妆肤质人群,干性
美妆行业-美妆肤质人群,油性
美妆行业-美妆肤质人群,混干
美妆行业-美妆行业跨品类潜客人群,美容护肤跨类目
美妆行业-美妆行业跨品类潜客人群,彩妆跨类目
美妆行业-美妆行业跨品类潜客人群,美妆跨类目
美妆行业-美妆惊喜券领券未购人群,美妆惊喜券领券未购人群
美妆行业-礼遇场景人群,闺中密友(女性)
美妆行业-礼遇场景人群,亲情至上
美妆行业-礼遇场景人群,母爱亲子
美妆行业-礼遇场景人群,女士优待
美妆行业-礼遇场景人群,客情送礼
美妆行业-礼遇场景人群,新婚祝福
美妆行业-礼遇场景人群,相恋相惜
美妆行业-礼遇场景人群,恋爱氛围
美妆行业-礼遇场景人群,社会新人
美妆行业-礼遇场景人群,潮流青年(男性)
美妆行业-防晒人群,日常通勤
美妆行业-防晒人群,山野露营
美妆行业-防晒人群,敏肌防嗮
美妆行业-防晒人群,防晒抗老
美妆行业-防晒人群,极限运动
美妆行业-防晒人群,防晒美白
美妆行业-防晒人群,婴童防晒
美妆行业-防晒人群,孕产防晒
美妆行业-防晒人群,男性防晒
美妆行业-防晒人群,术后防嗮
美妆行业-美妆成分CNY,是
美妆行业-礼遇人群,实惠好礼
美妆行业-礼遇人群,爆款跟随
美妆行业-礼遇人群,礼盒易感
美妆行业-礼遇人群,调性奢选
美妆行业-美妆心智人群,务实精算人群
美妆行业-美妆心智人群,懒人省心人群
美妆行业-美妆心智人群,未分类
美妆行业-美妆心智人群,理性专业人群
美妆行业-美妆心智人群,跟风尝鲜人群
美妆行业-美妆心智人群,前卫先锋人群
美妆行业-美妆心智人群,悦己大牌人群
美妆行业-香氛香薰行业特色人群,香氛乐活
美妆行业-香氛香薰行业特色人群,礼赠易感
美妆行业-香氛香薰行业特色人群,新香猎人
美妆行业-香氛香薰行业特色人群,艺术先锋
美妆行业-香氛香薰行业特色人群,潮香玩咖
美妆行业-香氛香薰行业特色人群,高定奢藏
美妆行业-敏感肌用户分层,敏肌抗老
美妆行业-敏感肌用户分层,敏肌美白
美妆行业-敏感肌用户分层,中度敏感
美妆行业-敏感肌用户分层,轻度/偶发性敏感
美妆行业-敏感肌用户分层,重度敏感
美妆行业-美妆先锋度人群,大众采用者
美妆行业-美妆先锋度人群,早期采用者
美妆行业-美妆先锋度人群,早期引领者
美妆行业-美妆先锋度人群,先锋者
美妆行业-美妆洗护下沉市场,都市节俭族
美妆行业-美妆洗护下沉市场,小镇实惠党
美妆行业-美妆洗护下沉市场,小镇潮人
美妆行业-美妆洗护四大市场,下沉市场
美妆行业-美妆洗护四大市场,年轻市场
美妆行业-美妆洗护四大市场,中坚力量
美妆行业-美妆洗护四大市场,奢美市场
美妆行业-男士护理价格段偏好,0~50
美妆行业-男士护理价格段偏好,50~100
美妆行业-男士护理价格段偏好,100~200
美妆行业-男士护理价格段偏好,200~300
美妆行业-男士护理价格段偏好,300以上
美妆行业-口红色号偏好,豆沙色
美妆行业-口红色号偏好,其它
美妆行业-口红色号偏好,奶茶色
美妆行业-口红色号偏好,烂番茄色
美妆行业-口红色号偏好,红棕色
美妆行业-口红色号偏好,番茄色
美妆行业-口红色号偏好,泫雅色
美妆行业-口红色号偏好,茶色
美妆行业-口红色号偏好,蜜桃色
美妆行业-口红色号偏好,玫瑰色
美妆行业-口红色号偏好,辣椒色
美妆行业-口红色号偏好,脏橘色
美妆行业-口红色号偏好,南瓜色
手机行业-预测手机购买偏好人群,是
手机行业-手机价格段偏好,0-1100
手机行业-手机价格段偏好,1100-2600
手机行业-手机价格段偏好,2600-3000
手机行业-手机价格段偏好,3000-5000
手机行业-手机价格段偏好,5000-8000
手机行业-手机价格段偏好,8000以上
手机行业-手机颜色偏好,黑色
手机行业-手机颜色偏好,白色
手机行业-手机颜色偏好,蓝色
手机行业-手机颜色偏好,金色
手机行业-手机颜色偏好,紫色
手机行业-手机颜色偏好,青色
手机行业-手机颜色偏好,银色
手机行业-手机颜色偏好,绿色
手机行业-手机颜色偏好,粉色
手机行业-手机颜色偏好,红色
手机行业-手机颜色偏好,灰色
手机行业-手机颜色偏好,黄色
手机行业-手机颜色偏好,橙色
手机行业-手机摄像头像素偏好,500以下
手机行业-手机摄像头像素偏好,501-800
手机行业-手机摄像头像素偏好,801-1300
手机行业-手机摄像头像素偏好,1300-1600
手机行业-手机摄像头像素偏好,1600-2100
手机行业-手机摄像头像素偏好,2100以上
手机行业-手机摄像头像素偏好,无像素偏好
手机行业-预测手机换机潜客（已使用时长）,一年以下
手机行业-预测手机换机潜客（已使用时长）,1-2年
手机行业-预测手机换机潜客（已使用时长）,2-3年
手机行业-预测手机换机潜客（已使用时长）,3年以上
手机行业-手机屏幕尺寸偏好,大屏
手机行业-手机屏幕尺寸偏好,中屏
手机行业-手机屏幕尺寸偏好,小屏
个护行业-女护精细化人群,精致护理女性
个护行业-女护精细化人群,运动护理人群
个护行业-女护精细化人群,吸水巾护理人群
个护行业-女护精细化人群,女生护理人群
个护行业-女护精细化人群,夜用护理人群
个护行业-青少年（女）父母,是
个护行业-学龄高阶段（女）父母,是
个护行业-女娃口腔父母,是
个护行业-男娃口腔父母,是
个护行业-牙龈美白用户,预测牙龈美白偏好人群
个护行业-牙龈问题用户,预测牙龈护理偏好人群
"个护行业-染发偏好人群
",是
个护行业-家清先锋度人群,晚期采用者
个护行业-家清先锋度人群,早期采用者
个护行业-家清先锋度人群,保守消费者
个护行业-家清先锋度人群,早期引领者
个护行业-家清先锋度人群,先锋者
个护行业-个护先锋度人群,晚期采用者
个护行业-个护先锋度人群,早期采用者
个护行业-个护先锋度人群,保守消费者
个护行业-个护先锋度人群,早期引领者
个护行业-个护先锋度人群,先锋者
个护行业-纸巾湿巾叶子类目偏好,卫生纸
个护行业-纸巾湿巾叶子类目偏好,餐巾纸
个护行业-纸巾湿巾叶子类目偏好,保湿纸巾
个护行业-纸巾湿巾叶子类目偏好,平板卫生纸
个护行业-纸巾湿巾叶子类目偏好,大盘卷纸
个护行业-纸巾湿巾叶子类目偏好,擦手纸
个护行业-纸巾湿巾叶子类目偏好,湿厕纸
个护行业-纸巾湿巾叶子类目偏好,棉柔巾/洗脸巾
个护行业-纸巾湿巾叶子类目偏好,纸品/湿巾
个护行业-纸巾湿巾叶子类目偏好,其它
个护行业-卫生纸包装偏好,卷装
个护行业-卫生纸包装偏好,抽取式
个护行业-卫生纸包装偏好,便携式
个护行业-卫生纸包装偏好,提装
个护行业-卫生纸包装偏好,简装
个护行业-卫生纸包装偏好,筒装
个护行业-卫生纸包装偏好,独立装
个护行业-卫生纸包装偏好,箱装
个护行业-卫生纸包装偏好,条装
个护行业-卫生纸包装偏好,其它
个护行业-卫生纸包装偏好,小包式
个护行业-卫生纸包装偏好,促销装
个护行业-卫生纸包装偏好,礼盒装
个护行业-卫生纸包装偏好,散装
个护行业-卫生纸包装偏好,袋装
个护行业-衣物清洁剂/护理剂价格段偏好,"(0,10元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[10,20元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[20,30元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[30,50元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[50,80元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[80,100元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[100,150元)"
个护行业-衣物清洁剂/护理剂价格段偏好,"[150,200元)"
个护行业-衣物清洁剂/护理剂价格段偏好,200元及以上
个护行业-衣物清洁剂/护理剂年消费频次,1次
个护行业-衣物清洁剂/护理剂年消费频次,2次
个护行业-衣物清洁剂/护理剂年消费频次,3次
个护行业-衣物清洁剂/护理剂年消费频次,4-5次
个护行业-衣物清洁剂/护理剂年消费频次,6-8次
个护行业-衣物清洁剂/护理剂年消费频次,9-10次
个护行业-衣物清洁剂/护理剂年消费频次,11次及以上
个护行业-洗发水价格段偏好,"(0,20元)"
个护行业-洗发水价格段偏好,"[20,30元)"
个护行业-洗发水价格段偏好,"[30,40元)"
个护行业-洗发水价格段偏好,"[40,60元)"
个护行业-洗发水价格段偏好,"[60,80元)"
个护行业-洗发水价格段偏好,"[80,100元)"
个护行业-洗发水价格段偏好,"[100,150元)"
个护行业-洗发水价格段偏好,"[150,200元)"
个护行业-洗发水价格段偏好,200元及以上
个护行业-头发清洁/护理/造型年消费频次,1次
个护行业-头发清洁/护理/造型年消费频次,2次
个护行业-头发清洁/护理/造型年消费频次,3次
个护行业-头发清洁/护理/造型年消费金额分段,"(0,50元)"
个护行业-头发清洁/护理/造型年消费金额分段,"[50,100元)"
个护行业-头发清洁/护理/造型年消费金额分段,"[100,150元)"
个护行业-衣物清洁剂/护理剂功效偏好,护色/增艳
个护行业-衣物清洁剂/护理剂功效偏好,普通
个护行业-衣物清洁剂/护理剂功效偏好,抗菌
个护行业-衣物清洁剂/护理剂功效偏好,增柔
个护行业-头发清洁/护理/造型功效需求,去头屑
个护行业-头发清洁/护理/造型功效需求,改善头痒
个护行业-头发清洁/护理/造型功效需求,改善毛躁
个护行业-头发清洁/护理/造型功效需求,控油
个护行业-头发清洁/护理/造型功效需求,水润
个护行业-头发清洁/护理/造型功效需求,深度清洁
个护行业-头发清洁/护理/造型功效需求,损伤修复
个护行业-头发清洁/护理/造型功效需求,丰盈蓬松
个护行业-头发清洁/护理/造型功效需求,防脱
个护行业-头发清洁/护理/造型功效需求,开叉护理
个护行业-头发清洁/护理/造型功效需求,头皮舒缓
个护行业-头发清洁/护理/造型功效需求,染烫受损护理
个护行业-头发清洁/护理/造型功效需求,焗油
个护行业-头发清洁/护理/造型功效需求,柔顺
个护行业-头发清洁/护理/造型功效需求,染后护色
个护行业-头发清洁/护理/造型功效需求,烫后护卷
个护行业-头发清洁/护理/造型功效需求,定型
个护行业-头发清洁/护理/造型功效需求,强韧
个护行业-身体清洁年消费频次,1次
个护行业-身体清洁年消费频次,2次
个护行业-身体清洁年消费频次,3次
个护行业-身体清洁年消费频次,4-5次
个护行业-身体清洁年消费频次,5次以上
食品饮料行业-食品行业零食先锋度人群,早期采用者
食品饮料行业-食品行业零食先锋度人群,大众采用者
食品饮料行业-食品行业零食先锋度人群,早期引领者
食品饮料行业-食品行业零食先锋度人群,先锋者
食品饮料行业-食品正餐类先锋度人群,早期采用者
食品饮料行业-食品正餐类先锋度人群,大众采用者
食品饮料行业-食品正餐类先锋度人群,早期引领者
食品饮料行业-食品正餐类先锋度人群,先锋者
食品饮料行业-食品饮料先锋度人群,早期采用者
食品饮料行业-食品饮料先锋度人群,大众采用者
食品饮料行业-食品饮料先锋度人群,早期引领者
食品饮料行业-食品饮料先锋度人群,先锋者
食品饮料行业-茶叶价格段偏好（/500g）,0~50
食品饮料行业-茶叶价格段偏好（/500g）,50~100
食品饮料行业-茶叶价格段偏好（/500g）,100~200
食品饮料行业-茶叶价格段偏好（/500g）,200~300
食品饮料行业-茶叶价格段偏好（/500g）,300以上
食品饮料行业-酒类价格段偏好,0~50
食品饮料行业-酒类价格段偏好,50~100
食品饮料行业-酒类价格段偏好,100~200
食品饮料行业-酒类价格段偏好,200~400
食品饮料行业-酒类价格段偏好,400~600
食品饮料行业-酒类价格段偏好,600~800
食品饮料行业-酒类价格段偏好,800以上
食品饮料行业-零食价格段偏好标签,0~50
食品饮料行业-零食价格段偏好标签,50~100
食品饮料行业-零食价格段偏好标签,100~150
食品饮料行业-零食价格段偏好标签,150以上
食品饮料行业-粮油调味速食二级类目偏好,米/面粉/杂粮
食品饮料行业-粮油调味速食二级类目偏好,烘焙原料/辅料/食品添加剂
食品饮料行业-粮油调味速食二级类目偏好,南北干货/肉类干货
食品饮料行业-粮油调味速食二级类目偏好,方便速食/速冻食品
食品饮料行业-粮油调味速食二级类目偏好,调味品/果酱/沙拉
食品饮料行业-粮油调味速食二级类目偏好,食用油/调味油
食品饮料行业-粮油调味速食二级类目偏好,粮油米面/干货/调味品提货券
食品饮料行业-零食坚果特产二级类目偏好,糕点/点心
食品饮料行业-零食坚果特产二级类目偏好,糖果零食/果冻/布丁
食品饮料行业-零食坚果特产二级类目偏好,巧克力
食品饮料行业-零食坚果特产二级类目偏好,巧克力/DIY巧克力
食品饮料行业-零食坚果特产二级类目偏好,饼干/膨化
食品饮料行业-零食坚果特产二级类目偏好,山核桃/坚果/炒货
食品饮料行业-零食坚果特产二级类目偏好,豆干制品/蔬菜干
食品饮料行业-零食坚果特产二级类目偏好,牛肉干/猪肉脯/卤味零食
食品饮料行业-零食坚果特产二级类目偏好,蜜饯/枣类/梅/果干/冻干
食品饮料行业-零食坚果特产二级类目偏好,鱿鱼丝/鱼干/海味即食
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,速溶咖啡
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡豆
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡粉
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡液
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,胶囊咖啡
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡豆/粉
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡礼盒
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,咖啡伴侣/辅料
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,挂耳咖啡
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,奶精
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,糖浆
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,白砂糖包
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,奶油球
